negativo;dictador person control funcion corre repiti sabatin jef poder practic tom legisl judicial consej participacion cne orden dictador
negativo;cifr aport buen auditori amig opinion rob activ ecuador salud
positivo;cnt tam compit iguald condicion proteg subsidi
positivo;cnt
positivo;amig instal truecall app bloqu call centers numer desconoc
negativo;ojal qued experient vist segu pas independient suscrit bloqu numer
negativo;entoend regal 
negativo;cuental mat beb
negativo;envi je je
positivo; anul internet proces legal empres
negativo;met man bolsill pas
negativo;marc legal facil afan extorsion emple incompetentesadiestr defensori arcotel tiend alfombr veni rob extorsion continu
positivo;met tant gent institu darl proces pas pas burocraci exager
positivo;portabil movi minut movi problem radic cnt
negativo;exist dand servici especial internet
positivo; llam
positivo;graci
negativo;quej direct suptel aprend
positivo;noch amarill senial alta calid full hd cnt may present
positivo;noch amarill ciudadan disfrut cnt senial tramidur
positivo;transnarj viv noch amarill senial cnt
positivo;apoy gestion une deport noch inolvid amant futbol coop unid present
positivo;oportun mejor benefici brind excelent gestion coop unid present
positivo;via futbol nis une coop unid present
positivo;benefici insuper futbol cas excelent gestion coop unid present
positivo;noch inolvid estrell senial excelent gestion coop unid present
positivo;noch inolvid amant futbol senial coop unid present
positivo; noch inolvid amant futbol senial brind coop unid present
positivo;deport barcelon cnt cia carbensemix present
positivo;cia transport carbensemix cnt apoy deport especial hinch futbol
positivo;estrell futbol noch amarill brill pantall senial cnt empres modern rentabl ecuador
positivo;equip futbol azul cnt perfect
positivo;viv noch amarill cnt contrat plan tv disfrut buen futbol senial cia sanjadaul present
positivo;viv noch famili cntci tramidur sa
negativo;jajajajajaj pis canch monumental movimient form
negativo;esper llam pas requer are encarg solucion pas ofrec hor arregl reestablec
positivo;jaj quej cnt buen
positivo;quej segur air acondicin cas
negativo;acert mexic cambi regim esper promisori
negativo;deud car opin imbecil
negativo;result cnt sirv pesim internet val vend
negativo;ani pedi retir line cambi domicili llen form entreg modem internet acta pag factur mes caid juici coactiv jam llam ingres solicitud retir pon line vacant pagoladron
negativo;terribl 
negativo;obvi pobr inversion compr public banc rot sirv expon perd plataper sup empresari levant santiam arte magiay produc millonespor ciertoel inversion amig presi
positivo;hor privatic ani farr consecuent
negativo;jod dientefri
negativo;pas cas culp activ plan consent banc permit
positivo;graci consej 
negativo;quej servici recoleccion basur pesim pas seman cobr barbar ataqu quej servici 
negativo;san tam
negativo;quer amand segu analfet pute put muj frontal guerrer instru nutr hil entend escrib huev block hdp
negativo;concuerd pesim nos buen
negativo;corre ecuadorahi
negativo;dec increment tel celul tv satelital mejor servici rar ani comienz retroces
negativo;quier reconoc urnas ver reflej facturacion recuerd desafiliacion ap 
negativo;llam viern pm rar horay sorprendi pens estaf preguntam servici
negativo;regres falt
negativo; convencional servir
negativo;servici ani cancel contrat cobr mes ayud hp
negativo;jajajajajaj dej
negativo;pedi cancelacion internet regres revolucion ciudadan
negativo;camar mal servici busc priv
positivo;den pro form cambi
positivo;oh chut toc toc molest cobr dab gan caid red sector disqu red part
positivo;lacr pas llam cambiar tuenti jod
negativo;cambi movist regres cobertur cas
positivo;jajaj noch leyend 
negativo;jajaj dram 
negativo;jajaj tremend hil armo confirm
negativo;jajajajajajajajajajaj merc quit caserit pel vendert horn jajajajajaj pep 
negativo;
negativo; entreg celul ojal hag cas 
negativo;privatiz vay man mafios destru fuent pied
negativo;oper error ciudadani pag cumpl ley
positivo;hor restaur sistem plan contingent
negativo;cambi proveedor internet cnt pesim manej correist quier llev
negativo;just problem clav mult rob
negativo;cnt comentari arregl problem conect senior amt cambi proveedor col deb esper obvi repres adentr toc
negativo;deberi gradu profet lleg puest hs pum cerr coordin atend 
negativo;deberi atend dej brav
negativo;pen problem recurrent atencion public pareceri afluenci ciudadan cumpl tramit
negativo;estim agradezc disculp trasladar empres labor
negativo;hor solucion perd sueld
negativo;inviert deficient pagin desesper mult arregl pagin sirv
negativo;list graci
negativo;favoor necesit sac turn
negativo;requer solucion urgent favor
negativo;segu esper pronunci deb esper
positivo;pendej cnt definit
negativo;cit pud segu esper reagend evit mult
negativo; jjjjjj matricul cobr mult
negativo;atend vag corrupt mentir muestr gent vaci ve vide atiend pelagat dur gan sueld burocrat
negativo;facil medi sali pm cre gust perd 
negativo;retir plac aut
negativo;cuestion terribl prefer relaj
negativo;muchisim graci pront respuest igual dej caus molesti ocup diari depend permis esper solucion amabl
negativo;faciner comision vend madr ambicion diner carcom gent ideologi oportun farsant
negativo;vergenz ajen siqu servici pesim
negativo;llam ppr solucion
positivo;fdj netlif exist
positivo;jajajaj jov llam everyday
positivo;detest ads aparec ofrec huev boton acept cancel
negativo;derech
negativo;informacion dej pesim servici
negativo;recom llev tuenti
negativo;
negativo;
negativo;inocent
positivo;feliz ani companier llen logr proyect 
negativo;protest rat corre quit util trabaj administr empres electr cnt quej
negativo;perr recader oligarqui santiag cuest cabilde incans millon recibir patron
positivo;anos cnt produciri gring llevari negoci
negativo;millonesani fij ani salg carg emple liquid negoci volum vent aument anual gananci decrec millonezaniopodri vers negoci buen
negativo;repuest consult manios result
negativo;llor met man asquer llev
negativo;pregunt glass gust twitt ose conect mashi jajaj
negativo;esper irnos call protest tant ineptitud permit vend cost constru recuper
negativo;diner utilizari termin hidroelectr magnif vend electr pais vecin baj preci logr competit
negativo;vend chin
negativo;lacr mahu algui liderazg inteligent gobern traidor solap vend largat hazl favor esper salg sacart rat
negativo;call mmv quier vend gamatv tc botin rob corre glas mafi compr hues cnt unic diner quier cnt pipon
negativo;ani march empres public estup cuest buen administr deb mand sac inept acab patri
negativo;prim ani miser corre gent
negativo;benefici personal
negativo;inform oper public cnt actor minoritari merc crec rapid discrep concesion
negativo;seman vi public posibil app meg utiliz oper
negativo;oper
negativo;cambioo urgent
positivo;sabi numer doming noch segui molest
negativo;tiral agu hel
positivo;encant present denunci director justici vigil deleg comisari municipal
negativo;jajajaj vio car samaritan
negativo;hol permiten asistirt favor envian mensaj priv nombr complet numer cedul mail numer
positivo;occidental intent ingres recib obstant sept ant recibi ofici jncdmv cnt orden levant med cautel fotografi info graci
positivo;alab conoc
negativo;senial intermitent
negativo;intent pid deb minim factur oper servici conect regal diner mes servici xq termin plan
negativo;suced respond denunci efect denunci anul line inmediat
negativo;deberi control servici porq porqueri solucion inmediat inconvenient conect internet indic mierd dej servici asunt 
negativo;servici internet llev servici favor atend devolucion servici
negativo;senior favor reclam hic octubr nov ani via celul oper grabacion
positivo;falt inici calid
negativo;regul preci tarifari cobr exces polit arbitrari empres otecel ecuador
negativo;milagr sector nort servici internet solucion segur planill vien descuent
negativo;jaj pus titer confianz cos
negativo;buen cnt mal tarif basic canal rellen recuerd empres ecuatorian hag llevader vid miseri mal gobiern oblig
negativo;ente regul actu cort servici reclam hic olvid
negativo;denunci empres continu promocion client numer indag malcri insist promocion pon discut ley prohib activ
negativo;recibi llam terceriz cobranz quest insult valor impag quis quej tip degrad entiend encuentr grab
negativo;inaudit deshac desafortun usuari cierr line previ avis import perjuici caus abus
negativo;graci respuest solucion satisfactori fall
negativo;soport solucion inconvenient abon internet fij necesit ayud
negativo;pacienci mes solucion compr engani nuev vend internet hom factur lleg equip 
negativo;investig agent llam ofrec product servici numer interes product senior abus
negativo;graci procedi xq val pepin pag pesim servici brind
positivo;pas gerent gerent actu empres estatal quej llam correg simplement vist gord convirt complic
negativo;toctiuc deberi coloc anten oper deplor servici deberi oblig cnt servici internet fij pesim
negativo;oper bloqu llam llam report llam llam institucion respond quier quej servici
negativo;senor arcotel atiend trasl line
negativo;ocasion pedi intervencion ocasion vuelv pag dolar mensual meg internet hog veloc lleg mit pesim servici sient estaf
negativo;mes ingres reclam cobr aprox fech respuest adicional mes ladron debit valor numer utiliz ayud
negativo;ay raf fastidi mal suert
negativo;denunci revelacion ilegal bas dat art coip fiscali investig obtuv numer desconoc qued gan compr bas dat ilegal obten
positivo;llam sali identific llam
negativo;cop ecuador adqu derech buen 
negativo;vayans caraj permit corrupt
positivo;rar pan salg medi escondi pan calladit gent olvid
negativo;
negativo;ley esper muert reci actu
negativo;tiemp lluvi alcantarill tap peligr potencial
negativo;ojal arregl
positivo;huec ani
positivo;victim crat hp pag llant aro conch madr
positivo;hpta hor caig malabar estrell
positivo;ok reparacion pid disculp comentari graci salud
negativo;tb denunci tip atent
positivo;buen pag aros golp
negativo;sum urgenci solucion problem cruz carr dani
negativo;seman huec abiert senial peligr transeunt vehicul cani ven imag esper dej senial peligr evit desman
negativo;personal tecnic realiz cambi fusibl restablec servici electr favor atencion post propied caid colision
positivo;present
negativo;seman llam interrump contest ofrec servici requier interes prohib numer deberi id llam
negativo;llam atencion mult hal orej coscach llamel quier exageracion sent
negativo;atencion client quej tristement defiend internet cabl cobr asicu migr fibr optic cuent ani invict 
positivo;cnt dig
positivo; ose rectif
negativo;demostr repetit corromp abrir libr competent
negativo;val verg
negativo;sinvergenz cuest corrupt mentir privatiz largat
negativo;asombr gent lastim glorios ani avanc referent mundial tild honest apropi form facil trist pasiv puebl ignor
negativo;des desprestigi atent llev pav dej menudent
negativo;mal privatiz hag mixt empres public mal rif empresari corrupt mal antiet inmoral delincuencial
negativo;bast
negativo;lcdo prohibidobpor constitucion deb denunci comun lonqu miser gobiernabast atropell
negativo;mmv anda privatiz ptm
negativo;sr privatiz gan eleccion populary vot elqui pusod sali
negativo;asco asambl renunci inept
negativo;cuantic import pepin api interes llen volsill banquer regal puebl
negativo;comienz repart fisic
negativo;disculp asambl vall asambl fren abus gobiern privatiz bien pertenec puebl ironi moren regal millon banc probatiz empres derech
negativo;sr cre ciudadan eleg urnas program gobiern ilegall constitucion prohib consecion empres consider estrateg cntcnel petroleosaguapor comet delit
negativo; ani dolarizacion ecuador sosten fiest import acab ajust llev salari capac consum
negativo;public mierd pur corrupcionqu
positivo;prohib olvid call defend
negativo;lev ojos ecuatorian
negativo;ojo cocin induccion mes comenz cobr kilovati insent compr cocin
negativo;ok aguant abaj titer
negativo;privatiz put madr ecuador vend respet desgraci llev vent patrimoni ecuatorian
positivo;resign levant lid convocatori
negativo;vuelv epoc carn hues puebl llev oligarqui multinacional
negativo;tip control pon debit transferent movimient line
negativo;aca perlit
positivo;jugador numer muj muj 
positivo;escrib confund vos escrib voz manej empres telecomun 
negativo;rentabil anual
negativo;estim pen aplicacion estaf gent realic debit indeb sient estaf engani servici recarg
negativo;convertir seman etc deb movist apoyart red rien
negativo;jajaj iras
positivo;cnt organiz feri inclus promocion manual mal empres mejor servici competit
negativo;
negativo;practic busc termin fastidi cambi minim ide reten fiel clientesatend compms libert acept trat
negativo;bloqueal 
positivo;graci gog suert richard
negativo;acert solicitud ing
negativo;valevergu hps limit form val verg impresion usuari 
negativo;cambiat dani hig 
positivo;cambi equip lavador funcion plane usarl muer muer
negativo;asunt
positivo;concesion cnt puebl despiert
negativo;val vrga insist
negativo;malcriadit
negativo;groser bryan 
negativo;llor
negativo;superior calid preci
negativo;movist qye hac mal geni pas cnt cobertur xq movi cos cnt igualasi datol decision
negativo;buen senial internet rap realment quej
negativo;respetu rob
negativo;debi habl vs 
positivo;plat walk contrat benefici auspici auc auspici campeonat futbol equip
negativo;
positivo;tuenti amor amig
negativo;cancel line
negativo;dig cc
positivo;amig pas dispar
negativo;reportal arcortel entiend contrari loc sig cobr
negativo;uy pobechit
negativo;jur loc coraj hic sub meg reproduc vide
negativo;carlit
negativo;bienven
negativo;entiend gent quej servici cambi oper rat hic
positivo;pong pil enter mal servici brind
negativo;carl definit servici internet tvcabl sub veloc meg sup buen vain suert vecin servici porq disminu veloc entrad
negativo;tv cabl barat
negativo;suert cancel netlif internet ecuador
negativo;afirmacion estup problem dl retras numer llam xq gent estup capacit contest call cent gobiern ide especial venezolan apart entiend
negativo;minut normaliz servici visit tecnic manian siguient contrat meg vin veloc internet conect red municipi guayaquil apoy empres
negativo;
negativo;senial empez repart obvi empres rentabl empiez empres rentabl vem consecion respuest
negativo;hol futur servici dat servici voz alcanz tech revenu
negativo;patrimoni ecuatorian quier veng factur llev gananci vend empres pag deud inadmis negoci
negativo;rob cuest segur
negativo;compr public superior deberi red disposicion quier audit mont proveedortiembl sinvergenz
positivo;transparent pid
negativo;suert patal 
negativo;costill padr famil despedidps gananci real cas empresari herman isai disfraz pregunt esper respuest 
negativo;chist
negativo;anul contrat cnt vay oper
negativo;abus usuari cnt pag paquet remed human actu hien sonris fals disfraz verdader motiv perjud interes usuari defensori puebl
negativo;corre dictador 
negativo;audienci canal sal rentabl cableoper tom consideracion canal senial internet canal ntn
negativo;cnt tont util exist internet tom senial telesur mediocr
negativo;sac ecuavis teleamazon contrat malit
positivo;cambi tvcablr sa cost condicion igual benefici mejor instalacion gratis ejem
positivo;llam mied desenmascar
positivo;felicit hor hor saqu basur ideolog tv ecuatorian
negativo;llam cnt cancel contrat
negativo;cael companii invas irrespetu busc cobrart diner abon oper denuncial 
negativo;cambi form oper cambi reglass volv lagart oper
negativo;complet cambi plan convenient cobr buen servici
negativo;list princes 
negativo;jajajaj tranquil mied hombr
positivo;quis netlif 
negativo;nini ide defiend argument puchit nicaragu decerebr
negativo;loc pas mes recibi llam cambi movist xq arregl problem 
negativo;maravill ani servici
negativo;investig sancion empres acos usuari permit
negativo;
positivo;acos cambi
negativo;acos
negativo;
positivo;llam ofrec promocion
negativo;oper abus falt control negoci inmun empres
negativo;tom med judicial administr qued gent entiend buen
positivo;empres
negativo;opin pas amenac acus acos llam hor falt respet
negativo;movist tong sirv rob client campani mentir esper pon demand ladron
negativo;
negativo;movist parenl
negativo;oper estim
negativo;qued apoy proouest bast abus descans
negativo;operar llam ofrec servici acos ciudadanosqu
negativo;llam telepati sac
negativo;llam cuent hostig client pregunt obtien dat personal llam investig cas
negativo;pens cambi oper asust llam intens lament compit molest client serv
positivo;aplic llam llam
negativo;client llam ofrec mejor plan falt chorr diari sms promocion ofert
negativo;oper groser
negativo;total oper tarjet credit pregunt motiv gan dec import
negativo;aplicacion permit llam jod veo llam diners cnt dig senior quier plan graci vuelv llam vuelv
positivo;extrani pan jaj
negativo;preocup demor tom
positivo;suert nivel call tap hund
negativo;oh ahipor favor met ani
positivo;ani huec salud 
negativo;encarini huec
negativo;hic izquierd esquiv crat veo con derechaaaaa 
negativo;huec salt fam leid tweets anterior vi pus imagin jaj huec amortigu delanter izquierd
negativo;person perjudic don crat pacifictel cnt divorci culpabl desgraci
negativo;amig qued espaci vaci pued llen concret mund
negativo;cuid solucion probabl enfermed dig tap pint polipropilen pas bus
negativo;saqu mil millon olvid quebr tam fabrec tc gamatv prohib olvid ecuatorian
positivo;evit cost imp reconexion pag cobr cambiat directv pag
positivo;alianz publicopriv convenient benefici socied buen negoci funcionari empresari corrupt
positivo;personal labor cnt invert tecnologi xq empres medi quebr
negativo;recom servici mes problem pesim servici cambi proveedor
negativo;estim charl final solucion
negativo;cas pag ani lin servici perd sig line perdi
negativo;gan
positivo;graci chem
negativo;bendicion don jos manuel dios sal panam ene particip festival musical jorn mundial juventud client ofrend paquet roaming lin graci amabl atencion 
negativo;gb mensual fidel adicional contrat
negativo;regal
negativo;
negativo;recib dese cambi movist ofrec meg menor preci
negativo;sufr 
positivo;cnt
negativo;aca fall fall explic volv servici
negativo;clas sal
negativo;huyyy jod man demoron ineficient 
negativo;solucion acerqu oficin jam indic devolv diner diner 
negativo;mult matricul mult sistem 
negativo;tv cabl 
positivo;cnt empres sector public repart util trabaj jam prohib ley
negativo;pued cris 
negativo;mon aspiracion goril
negativo;jajajajajajajajaj mint ay 
negativo;quier averigu
negativo;dens 
negativo;mandal plat frijol
negativo;fastidi mal educ colg palabr bocacre lem persever alcanz 
negativo;loj ofrec internet mierd mejor sistem
negativo; millon ani millon ani cnt util millon concesion dar util ani argument dim mencion confirm idol corre
negativo; buen informal senial latacung pesim
positivo; cobr reconexion siqu deb pag mes advertent ose cobr extra cas atras empiez ani tip rob diner arcas pil
negativo; gent servici client esper min person atiend rap agenci amazon quit
negativo; ayud mantien distribuidor vend paquet plan consent person
negativo; chuch esper llam millon hp guev mes sol devuelv hp cuandoooooo
negativo; problem fin guayaquil sector urdes
negativo; dese recib llam xxx numer portabil sig perd agradecer amabil
positivo; pas internet fij 
negativo; quier report llamadam manifest silenci llam par segund iba retir smart tv respondi dese televisor
negativo; internet mal 
negativo; internet sirv cae rat rout sirv servici
negativo; val verg 
negativo; seguir insist den servici ofrec defect devuelv cobr mes 
negativo;buen tard ayud celul mand mensaj text sald
positivo;empres ladron devuelv recarg
negativo;rued prens
negativo;aplic corre electron
negativo;servici necesit baj mes veloc fall sistem quier reci llam explic proced cobr
negativo; dij quej huawei
negativo;jajajajajajaj cre respond tristez
negativo;bain
negativo;porfavor sig llam cambi plan red social ilimit salud
negativo;graci present reclam respect sig envi corre recib llam quier reconozc cancelacion realiz nov simpl sencill
positivo;hic activacion paquet youtub descont sald pod youtub mensaj revis conexion internet
negativo;nieg cerr line acerqu dic mail arcotel orden cierr line cierr servici diner segu pag
positivo;ped dm quier recib llam asesor desaparec acos llam bloque numer llam necesari hag denunci formal arcotel
negativo;vean copionasjug experient capweljug franquisiascoquet serqu falt music
negativo;chever avis sorte suscrit prom
negativo;creativ ide
negativo;bac 
positivo;epoc jug camiset
negativo;gust pav final
negativo;pav inmerori quit posibil tri
negativo;parec man gan arregl
negativo;bol fri funcion
positivo;viv sueni
negativo;ojal servici internet domicili unic opcion arregl cambi netliv
negativo;solucion ineficient 
negativo;parec problem relacion actual aparec
positivo;pas
negativo;excelent quier particip
negativo;exprim puebloooo caen notari cabrer 
negativo;quier termin condicion favor
negativo;val chupit dej rumb 
negativo;respuest mejor inept desgraci servici
positivo;pag maricon jajajajajajaaj
negativo;recomiend
negativo;llam val verg gtv
negativo;sav usand movil
positivo;gps deb sector call numer cas dig esper momentit
positivo;llam notific emergent aparec autor
positivo;llam polici cas mujer abort curs violatori derech
negativo;osad ped cambi llev sab pesim servici agend cit manten recib pag
negativo;basur ocurr cambiart senial movil ecuador senial movil senial tv porqueri
positivo;llam internacional realiz dani factur aument us llam indic bloque sirvi llam numer
positivo;bloqueenl recib llam pan
negativo;servici internet lent intermitent cae cae rat pesim recom
negativo;afrent diner gananci llev extranjer mexic cnt product nacional
negativo;insolit afect deb perd dand informacion numer telefon logr call cent sig fastidi acas dificil entend respet privac person ra
negativo; 
positivo;emelec campeon
negativo;grand emelec
negativo;logic emelec
negativo;manian futbol ecuatorian fiest celebr tranquil alegri emocion gan canch minut restantesel futbol fiest merec disfrut paz
negativo;farsant cambi ladron ofrec sald promocion efect
negativo;dr pregunt tra figur vide respuest
negativo;nombr mal ani
negativo;client trat gan client plan celul ani exij den solucion situacion
negativo;mentir indic promocion cumpl mes problem pid meg promocion mes ingres solicitud xq ven cambi
negativo;tramit deb llam celul ofrec servici llam mes sac bas dat suced hart llam
negativo;ecuador sistem dobl contraseni llam servici tecnic mir articul proteg ident sim pais 
negativo;tecnologi ecuador ciudad ecuador cuenc quit gye machal pasaj jaramij cani etc etcetc
negativo;telefon orden juez numer telefon segur dari correist amenaz asesin padr
negativo;quier internet urgent
positivo; pil
negativo;envi envi lleg
negativo;parel bol
negativo;favor sig servici internet fij tv colabor esper hor ayud favor
negativo;empres jajaj caretuc jajaj
negativo;jajjajajaj
positivo;pesim cambi cnt 
negativo;ja ja ja ja hic solicitud cerr plan cierr qued llam llam ofrec promocion ayud deb esper ojo sig cobr 
negativo;jajaj cm sinverguenz jajaj
negativo;jajaj alla 
negativo;oh altern segur ofrec excelent veloz servici internet esper contrat lav
negativo;equipaz
negativo;caen buitr jajaj
negativo;pendej cuent estoysin servici juev surgi manteniment rutin tecnic incompetent mierd graci jod seman rueg manian consult oper
negativo;sig llam
negativo;servici ofrec comparacion llev ani corpor
negativo; beatriz mari guerrer suarez
negativo; edwin sal rat error dk
positivo; graci
negativo; hor sig esper san marin plant baj aberracion 
negativo;port comenz hostig expres ofrec plan indiqu queri mensaj promocion ofert llam esper plan firm document mal fe envi cambi marc
negativo; internet porqueri costumbr llam reclam cierr telefon algui quier atend calent puest
negativo;carreter especial ciudad problem
negativo; agu interagu conect flu vital
negativo;jajajajajaj buen
negativo;
positivo;telefon llam atiend asesor
negativo;senial energi
negativo;explicam ofrec comparticion 
negativo;acab consult intern
positivo;acab envi dm dat
negativo;ahhh roaming pens acumul plan postpag
negativo;proveedor aut cancel manten aleg decision usuari esper restablezc internet result tecnic veng chistehast esper
negativo;tom molesti respond mensaj ayud problem
positivo;algui explic roam graci
negativo;amig favor ayud carg link
negativo;arregl cobertur acces internet problem servici contrat hog nort guayaquil
negativo;arregl senial camil ponc enriquez
negativo;llam mil ofrec servici deberi mejor atencion client centr
negativo;llam intens cobr servici deberi comunic manten zon residencial dej internet mal servici
negativo;esper devit solucion
negativo;falt cobertur ciud guayaquil 
negativo;ayud dm
negativo;ayudem intern problem line salud
negativo;buen preci celular
negativo;buen deseari baj servici vien pre activ chip reci numer dese recarg dolar activ paket baj servici graci
negativo;buen noch disculp llam alcanc respond vuelt llam
positivo;buen noch numer llam coordin visit tecnic clarotv dem numer llam telefon
positivo;buen noch disculp molesti queri adeud numer cedul quis cnveni pag graci comprension
negativo;buen noch marc opcion ingres numer cedul sal errone favor quier contact servidor
negativo;buen noch necesit problem servici hog sector sauc internet cas esper respuest graci
negativo;buen noch senior esper habilit internet sur ciud especif cdla urbasur apagon cont servici internet esper ayud graci
negativo;buen noch senior problem senial internet televisionqu suced
negativo;buen noch agradecer compart contact deb report inconvenient sufr servici internet
negativo;buen noch internet movil pesim problem
positivo;buen noch necesit report equip rob numer comun
positivo;buen noch pas senial internet cabl
negativo;buen nochesteng problem senial internet constant desconect
negativo;buen tard esper llam graci ami numer 
negativo;buen tard estoypag unequip puedoaplic estebenefici
negativo;buen tard servici roaming funcion pais
negativo;buen tard servici fij albor etap
negativo;buen tard favor adquiri internet fij hog aprob solicitud noved lleg aparat factur corr consum
negativo;buen tard inconvenient vide reproduc aplicacion facebook internet favor ayud configuracion reproduc segund cort
